Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),PV_component
2,12,10,811,156,30.068,2,936.073,54.556,1455.057,1312.396,1214.4615
2,12,11,841,163,30.801,1,1021.034,62.161,1521.893,1372.379,1342.3875
2,12,12,848,165,31.059,0,1025.543,69.117,1468.04,1324.053,1348.216
2,12,13,835,162,30.796,0,951.631,66.875,1379.494,1244.496,1284.2745
2,12,14,673,214,30.212,0,770.641,60.904,1152.644,1040.118,1142.307
2,12,15,729,138,29.508,0,604.623,54.437,923.492,832.853,936.4855
2,12,16,450,170,28.973,0,360.054,45.288,558.689,501.208,667.0305
2,12,17,0,30,28.707,0,28.844,31.479,50.506,35.764,268.486
2,12,18,0,0,28.47,0,0,28.47,0,0,17.882
2,12,19,0,0,28.209,0,0,28.209,0,0,0
2,12,20,0,0,27.91,0,0,27.91,0,0,0
2,12,21,0,0,27.564,1,0,27.564,0,0,0
2,12,22,0,0,27.272,1,0,27.272,0,0,0
2,12,23,0,0,27.066,1,0,27.066,0,0,0
2,13,0,0,0,26.861,1,0,26.861,0,0,0
2,13,1,0,0,26.702,1,0,26.702,0,0,0
2,13,2,0,0,26.559,2,0,26.559,0,0,0
2,13,3,0,0,26.416,2,0,26.416,0,0,0
2,13,4,0,0,26.283,2,0,26.283,0,0,0
2,13,5,0,0,26.141,2,0,26.141,0,0,0
2,13,6,0,0,26.084,2,0,26.084,0,0,0
2,13,7,191,103,26.063,2,192.289,29.595,327.917,290.342,145.171
2,13,8,627,118,26.282,2,541.151,39.484,897.399,809.201,549.7715
2,13,9,742,141,26.756,2,766.61,46.606,1239.931,1118.853,964.027
2,13,10,804,155,27.198,2,928.205,51.594,1466.15,1322.355,1220.604
2,13,11,835,163,27.64,2,1014.825,54.524,1578.426,1423.062,1372.7085
2,13,12,843,165,27.876,1,1020.339,59.701,1542.134,1390.531,1406.7965
2,13,13,831,162,28.299,1,947.618,58.209,1443.342,1301.874,1346.2025
2,13,14,796,153,28.204,1,803.009,54.009,1247.238,1125.439,1213.6565
2,13,15,327,293,28.771,2,507.166,42.902,830.563,748.567,937.003
2,13,16,23,166,28.093,2,173.444,32.789,300.16,264.924,506.7455
2,13,17,0,28,28.071,2,26.729,27.801,47.636,33.124,149.024
2,13,18,0,0,27.884,2,0,27.884,0,0,16.562
2,13,19,0,0,27.547,2,0,27.547,0,0,0
2,13,20,0,0,27.075,2,0,27.075,0,0,0
2,13,21,0,0,26.552,2,0,26.552,0,0,0
2,13,22,0,0,26.078,2,0,26.078,0,0,0
2,13,23,0,0,25.658,2,0,25.658,0,0,0
2,14,0,0,0,25.303,3,0,25.303,0,0,0
2,14,1,0,0,25.019,3,0,25.019,0,0,0
2,14,2,0,0,24.881,3,0,24.881,0,0,0
2,14,3,0,0,24.818,3,0,24.818,0,0,0
2,14,4,0,0,24.81,3,0,24.81,0,0,0
2,14,5,0,0,24.857,3,0,24.857,0,0,0
2,14,6,0,0,25.349,3,0,25.349,0,0,0
2,14,7,407,78,26.114,3,267.855,31.053,444.828,397.272,198.636
2,14,8,636,119,27.311,2,547.598,40.895,901.56,812.974,605.123
2,14,9,751,142,28.509,2,774.699,48.529,1240.4,1119.275,966.1245
2,14,10,812,156,29.498,2,936.508,54.02,1459.988,1316.823,1218.049
2,14,11,842,163,29.994,1,1021.587,61.427,1529.087,1378.832,1347.8275
2,14,12,849,165,29.974,1,1026.035,61.817,1532.317,1381.728,1380.28
2,14,13,835,162,29.602,0,950.958,65.77,1387.435,1251.635,1316.6815
2,14,14,798,153,29.102,0,804.103,60.835,1202.523,1085.124,1168.3795
2,14,15,580,206,28.65,0,578.175,53.011,892.684,804.925,945.0245
2,14,16,96,198,28.271,0,241.795,40.489,398.387,354.822,579.8735
2,14,17,71,85,27.937,0,113.154,32.802,189.015,163.023,258.9225
2,14,18,0,0,27.955,0,0,27.955,0,0,81.5115
2,14,19,0,0,27.739,1,0,27.739,0,0,0
2,14,20,0,0,27.414,1,0,27.414,0,0,0
2,14,21,0,0,27.039,1,0,27.039,0,0,0
2,14,22,0,0,26.647,2,0,26.647,0,0,0
2,14,23,0,0,26.194,2,0,26.194,0,0,0
2,15,0,0,0,25.804,2,0,25.804,0,0,0
2,15,1,0,0,25.54,2,0,25.54,0,0,0
2,15,2,0,0,25.367,2,0,25.367,0,0,0
2,15,3,0,0,25.243,2,0,25.243,0,0,0
2,15,4,0,0,25.123,3,0,25.123,0,0,0
2,15,5,0,0,24.996,3,0,24.996,0,0,0
2,15,6,0,0,25.311,3,0,25.311,0,0,0
2,15,7,289,93,26.029,3,228.86,30.048,385.52,343.054,171.527
2,15,8,634,119,27.189,3,545.842,39.129,906.701,817.634,580.344
2,15,9,748,142,28.422,3,771.894,46.176,1251.267,1129.069,973.3515
2,15,10,809,156,29.422,2,933.41,53.865,1456.383,1313.586,1221.3275
2,15,11,839,163,29.956,2,1018.321,56.823,1563.993,1410.127,1361.8565
2,15,12,847,165,29.938,1,1023.735,61.712,1529.792,1379.463,1394.795
2,15,13,833,162,29.691,1,948.699,59.546,1434.219,1293.679,1336.571
2,15,14,797,153,29.077,1,802.755,54.829,1241.229,1120.023,1206.851
2,15,15,289,299,28.706,1,483.634,45.098,783.614,705.934,912.9785
2,15,16,0,70,28.331,1,66.609,30.917,116.95,96.848,401.391
2,15,17,0,27,27.768,1,25.673,26.992,45.931,31.555,64.2015
2,15,18,0,0,27.528,2,0,27.528,0,0,15.7775
2,15,19,0,0,27.169,2,0,27.169,0,0,0
2,15,20,0,0,26.773,2,0,26.773,0,0,0
2,15,21,0,0,26.405,2,0,26.405,0,0,0
2,15,22,0,0,26.093,2,0,26.093,0,0,0
2,15,23,0,0,25.845,2,0,25.845,0,0,0
2,16,0,0,0,25.638,2,0,25.638,0,0,0
2,16,1,0,0,25.496,2,0,25.496,0,0,0
2,16,2,0,0,25.295,2,0,25.295,0,0,0
2,16,3,0,0,25.109,2,0,25.109,0,0,0
2,16,4,0,0,24.949,2,0,24.949,0,0,0
2,16,5,0,0,24.866,3,0,24.866,0,0,0
2,16,6,0,0,25.268,3,0,25.268,0,0,0
2,16,7,397,79,26.24,3,263.673,31.083,437.925,390.965,195.4825
2,16,8,637,119,27.495,3,547.335,39.55,907.195,818.082,604.5235
2,16,9,751,142,28.639,3,774.012,46.44,1252.958,1130.594,974.338
2,16,10,812,156,29.463,2,935.941,53.971,1459.492,1316.378,1223.486
2,16,11,842,164,29.907,2,1022.057,56.871,1569.311,1414.893,1365.6355
2,16,12,850,165,30.052,1,1026.367,61.899,1532.096,1381.53,1398.2115
2,16,13,811,181,29.925,1,947.224,59.735,1430.489,1290.328,1335.929
2,16,14,777,168,29.637,1,804.159,55.392,1239.697,1118.642,1204.485
2,16,15,671,175,29.291,1,603.345,49.037,949.817,856.705,987.6735
2,16,16,285,196,28.904,1,316.216,39.614,512.322,458.907,657.806
2,16,17,0,32,28.332,1,30.871,28.983,54.709,39.63,249.2685
2,16,18,0,0,28.154,1,0,28.154,0,0,19.815
2,16,19,0,0,27.744,1,0,27.744,0,0,0
2,16,20,0,0,27.215,2,0,27.215,0,0,0
2,16,21,0,0,26.659,2,0,26.659,0,0,0
2,16,22,0,0,26.097,2,0,26.097,0,0,0
2,16,23,0,0,25.624,2,0,25.624,0,0,0
2,17,0,0,0,25.18,3,0,25.18,0,0,0
2,17,1,0,0,24.915,3,0,24.915,0,0,0
2,17,2,0,0,24.765,3,0,24.765,0,0,0
2,17,3,0,0,24.713,3,0,24.713,0,0,0
2,17,4,0,0,24.748,3,0,24.748,0,0,0
2,17,5,0,0,24.794,3,0,24.794,0,0,0
2,17,6,0,0,25.34,3,0,25.34,0,0,0
2,17,7,420,80,26.398,3,274.31,31.494,454.193,405.829,202.9145
2,17,8,648,120,27.678,3,555.075,39.934,918.167,828.027,616.928
2,17,9,762,143,28.789,3,783.721,46.821,1266.134,1142.466,985.2465
2,17,10,823,157,29.749,3,947.011,51.86,1493.717,1347.1,1244.783
2,17,11,853,165,30.412,3,1033.758,54.736,1606.012,1447.775,1397.4375
2,17,12,861,167,30.734,3,1038.964,55.343,1608.709,1450.191,1448.983
2,17,13,848,163,30.766,2,962.62,56.559,1479.638,1334.464,1392.3275
2,17,14,812,155,30.492,2,815.433,52.585,1276.23,1151.56,1243.012
2,17,15,743,140,29.891,2,611.548,46.63,973.337,878.007,1014.7835
2,17,16,615,114,29.159,2,367.994,39.207,577.804,518.638,698.3225
2,17,17,353,69,28.361,2,138.153,31.694,202.419,175.322,346.98
2,17,18,0,0,27.843,2,0,27.843,0,0,87.661
2,17,19,0,0,27.243,3,0,27.243,0,0,0
2,17,20,0,0,26.646,3,0,26.646,0,0,0
2,17,21,0,0,26.061,3,0,26.061,0,0,0
2,17,22,0,0,25.551,3,0,25.551,0,0,0
2,17,23,0,0,25.098,3,0,25.098,0,0,0
2,18,0,0,0,24.69,3,0,24.69,0,0,0
2,18,1,0,0,24.329,3,0,24.329,0,0,0
2,18,2,0,0,24.052,3,0,24.052,0,0,0
2,18,3,0,0,23.831,3,0,23.831,0,0,0
2,18,4,0,0,23.63,3,0,23.63,0,0,0
2,18,5,0,0,23.501,3,0,23.501,0,0,0
2,18,6,0,0,23.808,3,0,23.808,0,0,0
2,18,7,402,79,24.827,3,264.995,29.678,442.81,395.429,197.7145
2,18,8,657,124,26.136,2,564.675,40.153,933.03,841.497,618.463
2,18,9,788,146,27.454,2,807.782,48.361,1294.46,1167.979,1004.738
2,18,10,849,160,28.649,2,974.224,54.196,1517.327,1368.283,1268.131
2,18,11,878,167,29.519,1,1060.446,62.123,1580.979,1425.35,1396.8165
2,18,12,885,169,30.042,1,1064.431,63.004,1578.93,1423.513,1424.4315
2,18,13,871,166,30.187,0,986.368,67.448,1425.027,1285.422,1354.4675
2,18,14,833,157,29.979,0,833.401,62.645,1233.441,1113.003,1199.2125
2,18,15,659,203,29.528,0,620.531,55.27,945.205,852.527,982.765
2,18,16,0,97,29.055,0,93.175,36.452,159.217,135.671,494.099
2,18,17,148,84,28.685,0,122.219,32.478,196.584,169.969,152.82
2,18,18,0,0,28.563,0,0,28.563,0,0,84.9845
2,18,19,0,0,28.193,0,0,28.193,0,0,0
2,18,20,0,0,27.702,1,0,27.702,0,0,0
2,18,21,0,0,27.147,1,0,27.147,0,0,0
2,18,22,0,0,26.572,1,0,26.572,0,0,0
2,18,23,0,0,26.036,2,0,26.036,0,0,0
2,19,0,0,0,25.612,2,0,25.612,0,0,0
2,19,1,0,0,25.309,2,0,25.309,0,0,0
2,19,2,0,0,25.066,2,0,25.066,0,0,0
2,19,3,0,0,24.862,2,0,24.862,0,0,0
2,19,4,0,0,24.694,2,0,24.694,0,0,0
2,19,5,0,0,24.591,2,0,24.591,0,0,0
2,19,6,0,0,24.639,2,0,24.639,0,0,0
2,19,7,181,101,25.42,2,184.239,28.722,315.469,278.945,139.4725
2,19,8,660,122,26.834,1,564.059,43.036,918.308,828.155,553.55
2,19,9,774,145,28.309,1,794.898,52.46,1246.247,1124.545,976.35
2,19,10,836,159,29.543,0,960.616,64.923,1408.701,1270.751,1197.648
2,19,11,866,166,30.235,0,1047.026,68.695,1502.572,1355.046,1312.8985
2,19,12,874,168,30.41,0,1051.984,69.365,1503.664,1356.026,1355.536
2,19,13,861,165,30.231,0,975.487,67.138,1411.86,1273.59,1314.808
2,19,14,825,156,29.801,1,825.251,56.215,1266.192,1142.518,1208.054
2,19,15,755,141,29.171,1,618.023,49.412,969.021,874.099,1008.3085
2,19,16,626,115,28.467,1,371.312,40.862,577.414,518.282,696.1905
2,19,17,302,76,28.01,1,137.795,32.276,206.887,179.421,348.8515
2,19,18,0,0,27.88,1,0,27.88,0,0,89.7105
2,19,19,0,0,27.725,1,0,27.725,0,0,0
2,19,20,0,0,27.629,1,0,27.629,0,0,0
2,19,21,0,0,27.499,0,0,27.499,0,0,0
2,19,22,0,0,27.282,0,0,27.282,0,0,0
2,19,23,0,0,27.056,0,0,27.056,0,0,0
2,20,0,0,0,26.816,0,0,26.816,0,0,0
2,20,1,0,0,26.592,0,0,26.592,0,0,0
2,20,2,0,0,26.457,0,0,26.457,0,0,0
2,20,3,0,0,26.384,0,0,26.384,0,0,0
2,20,4,0,0,26.298,0,0,26.298,0,0,0
2,20,5,0,0,26.193,0,0,26.193,0,0,0
2,20,6,0,0,26.024,0,0,26.024,0,0,0
2,20,7,336,92,26.877,0,246.373,34.674,404.037,359.989,179.9945
2,20,8,645,120,28.04,0,551.793,48.351,873.806,787.805,573.897
2,20,9,758,143,29.15,0,779.343,58.158,1184.281,1068.669,928.237
2,20,10,819,157,30.018,0,942.201,64.774,1382.883,1247.543,1158.106
2,20,11,833,171,30.529,0,1018.727,68.106,1467.047,1323.162,1285.3525
2,20,12,857,166,30.682,0,1032.513,68.958,1479.397,1334.248,1328.705
2,20,13,845,163,30.547,0,958.005,66.857,1388.836,1252.895,1293.5715
2,20,14,718,205,30.196,0,792.073,61.534,1180.132,1064.925,1158.91
2,20,15,740,140,29.617,0,606.796,54.721,924.526,833.79,949.3575
2,20,16,269,199,29.165,0,310.247,43.854,492.296,440.627,637.2085
2,20,17,0,34,28.791,0,32.88,31.225,57.644,42.33,241.4785
2,20,18,0,0,28.165,0,0,28.165,0,0,21.165
2,20,19,0,0,28.214,0,0,28.214,0,0,0
2,20,20,0,0,28.124,0,0,28.124,0,0,0
2,20,21,0,0,28.118,0,0,28.118,0,0,0
2,20,22,0,0,27.819,0,0,27.819,0,0,0
2,20,23,0,0,27.47,1,0,27.47,0,0,0
2,21,0,0,0,27.14,1,0,27.14,0,0,0
2,21,1,0,0,26.847,1,0,26.847,0,0,0
2,21,2,0,0,26.68,1,0,26.68,0,0,0
2,21,3,0,0,26.539,1,0,26.539,0,0,0
2,21,4,0,0,26.368,1,0,26.368,0,0,0
2,21,5,0,0,26.185,1,0,26.185,0,0,0
2,21,6,0,0,26.028,2,0,26.028,0,0,0
2,21,7,413,79,26.666,2,268.521,32.227,442.697,395.325,197.6625
2,21,8,643,120,27.863,2,550.059,41.508,902.497,813.823,604.574
2,21,9,756,143,29.109,1,777.322,52.69,1217.164,1098.328,956.0755
2,21,10,818,157,30.073,1,940.872,58.831,1428.371,1288.426,1193.377
2,21,11,849,164,30.571,1,1027.095,62.122,1531.267,1380.786,1334.606
2,21,12,857,166,30.601,0,1031.942,68.903,1479.066,1333.951,1357.3685
2,21,13,845,163,30.258,0,957.287,66.572,1390.099,1254.03,1293.9905
2,21,14,809,155,29.747,1,809.83,55.685,1246.082,1124.396,1189.213
2,21,15,739,140,29.075,1,605.109,48.9,951.132,857.896,991.146
2,21,16,611,114,28.613,1,362.346,40.689,563.558,505.649,681.7725
2,21,17,12,72,28.031,1,78.157,30.392,136.234,114.564,310.1065
2,21,18,0,0,27.88,2,0,27.88,0,0,57.282
2,21,19,0,0,27.644,2,0,27.644,0,0,0
2,21,20,0,0,27.334,2,0,27.334,0,0,0
2,21,21,0,0,26.965,2,0,26.965,0,0,0
2,21,22,0,0,26.559,2,0,26.559,0,0,0
2,21,23,0,0,26.133,2,0,26.133,0,0,0
2,22,0,0,0,25.752,2,0,25.752,0,0,0
2,22,1,0,0,25.434,2,0,25.434,0,0,0
2,22,2,0,0,25.184,2,0,25.184,0,0,0
2,22,3,0,0,24.957,2,0,24.957,0,0,0
2,22,4,0,0,24.743,2,0,24.743,0,0,0
2,22,5,0,0,24.606,2,0,24.606,0,0,0
2,22,6,0,0,24.991,2,0,24.991,0,0,0
2,22,7,431,81,25.801,3,278.009,30.974,460.868,411.926,205.963
2,22,8,655,121,26.921,2,558.432,40.812,919.408,829.152,620.539
2,22,9,769,144,28.179,3,788.617,46.338,1277.209,1152.442,990.797
2,22,10,832,158,29.237,2,954.647,54.24,1486.464,1340.591,1246.5165
2,22,11,863,166,29.965,2,1042.634,57.461,1595.683,1438.523,1389.557
2,22,12,872,168,30.388,2,1048.261,58.225,1597.458,1440.113,1439.318
2,22,13,860,165,30.438,2,972.381,56.501,1495.063,1348.308,1394.2105
2,22,14,825,156,30.277,2,822.547,52.575,1287.194,1161.436,1254.872
2,22,15,757,141,29.872,2,615.956,46.74,979.002,883.136,1022.286
2,22,16,630,116,29.245,2,370.5,39.371,579.505,520.188,701.662
2,22,17,169,87,28.554,1,126.429,32.474,201.63,174.598,347.393
2,22,18,0,0,28.159,2,0,28.159,0,0,87.299
2,22,19,0,0,27.541,2,0,27.541,0,0,0
2,22,20,0,0,26.837,2,0,26.837,0,0,0
2,22,21,0,0,26.127,2,0,26.127,0,0,0
2,22,22,0,0,25.518,3,0,25.518,0,0,0
2,22,23,0,0,25.022,3,0,25.022,0,0,0
2,23,0,0,0,24.757,3,0,24.757,0,0,0
2,23,1,0,0,24.653,2,0,24.653,0,0,0
2,23,2,0,0,24.559,2,0,24.559,0,0,0
2,23,3,0,0,24.485,2,0,24.485,0,0,0
2,23,4,0,0,24.342,2,0,24.342,0,0,0
2,23,5,0,0,24.154,2,0,24.154,0,0,0
2,23,6,0,0,24.176,2,0,24.176,0,0,0
2,23,7,382,83,25.211,2,255.666,30.406,425.854,379.933,189.9665
2,23,8,588,144,26.675,2,538.585,39.999,891.319,803.688,591.8105
2,23,9,740,153,27.848,2,773.63,47.834,1243.218,1121.815,962.7515
2,23,10,864,161,28.772,2,987.353,54.535,1534.916,1384.059,1252.937
2,23,11,893,169,29.404,2,1075.122,57.778,1642.507,1480.451,1432.255
2,23,12,899,171,29.731,1,1077.439,63.1,1597.332,1440,1460.2255
2,23,13,885,167,29.79,1,996.606,61.075,1493.626,1347.019,1393.5095
2,23,14,847,158,29.535,1,840.923,56.457,1288.292,1162.425,1254.722
2,23,15,775,143,29.066,1,627.722,49.64,982.331,886.15,1024.2875
2,23,16,637,116,28.579,1,372.001,41.034,576.431,517.386,701.768
2,23,17,308,76,27.996,1,131.776,32.078,195.985,169.419,343.4025
2,23,18,0,0,27.912,1,0,27.912,0,0,84.7095
2,23,19,0,0,27.501,1,0,27.501,0,0,0
2,23,20,0,0,26.955,2,0,26.955,0,0,0
2,23,21,0,0,26.358,2,0,26.358,0,0,0
2,23,22,0,0,25.777,2,0,25.777,0,0,0
2,23,23,0,0,25.246,2,0,25.246,0,0,0
2,24,0,0,0,24.8,2,0,24.8,0,0,0
2,24,1,0,0,24.43,2,0,24.43,0,0,0
2,24,2,0,0,24.035,2,0,24.035,0,0,0
2,24,3,0,0,23.72,3,0,23.72,0,0,0
2,24,4,0,0,23.483,3,0,23.483,0,0,0
2,24,5,0,0,23.276,3,0,23.276,0,0,0
2,24,6,0,0,23.396,3,0,23.396,0,0,0
2,24,7,381,85,24.265,2,256.982,29.479,430.106,383.819,191.9095
2,24,8,417,182,25.718,2,463.437,37.134,780.01,702.66,543.2395
2,24,9,728,177,26.974,1,790.298,50.675,1251.146,1128.96,915.81
2,24,10,527,296,27.958,1,809.103,53.358,1266.037,1142.378,1135.669
2,24,11,230,430,28.539,1,673.671,50.282,1072.071,967.334,1054.856
2,24,12,346,406,28.776,1,762.546,52.434,1199.557,1082.449,1024.8915
2,24,13,580,286,28.743,1,837.183,54.758,1299.75,1172.742,1127.5955
2,24,14,331,363,28.445,1,634.088,49.205,1012.473,913.432,1043.087
2,24,15,343,280,27.98,1,495.866,44.053,806.134,726.388,819.91
2,24,16,139,207,27.545,1,263.206,36.206,440.25,393.09,559.739
2,24,17,5,74,27.658,1,78.525,29.542,138.23,116.397,254.7435
2,24,18,0,0,27.727,1,0,27.727,0,0,58.1985
2,24,19,0,0,27.512,0,0,27.512,0,0,0
2,24,20,0,0,27.134,1,0,27.134,0,0,0
2,24,21,0,0,26.653,1,0,26.653,0,0,0
2,24,22,0,0,26.128,1,0,26.128,0,0,0
2,24,23,0,0,25.693,1,0,25.693,0,0,0
2,25,0,0,0,25.392,1,0,25.392,0,0,0
2,25,1,0,0,25.242,1,0,25.242,0,0,0
2,25,2,0,0,25.236,1,0,25.236,0,0,0
2,25,3,0,0,25.268,1,0,25.268,0,0,0
2,25,4,0,0,25.248,0,0,25.248,0,0,0
2,25,5,0,0,25.159,0,0,25.159,0,0,0
2,25,6,0,0,24.693,0,0,24.693,0,0,0
2,25,7,455,84,25.374,0,290.283,34.832,471.778,421.892,210.946
2,25,8,679,124,26.591,0,575.743,47.988,913.213,823.537,622.7145
2,25,9,790,146,27.573,1,806.624,52.123,1266.846,1143.107,983.322
2,25,10,849,160,28.282,1,971.272,58.059,1480.869,1335.569,1239.338
2,25,11,878,167,28.731,1,1056.904,61.293,1583.137,1427.283,1381.426
2,25,12,885,169,28.949,1,1060.012,61.868,1582.571,1426.776,1427.0295
2,25,13,872,166,28.902,1,981.769,59.804,1481.939,1336.529,1381.6525
2,25,14,835,157,28.588,1,828.223,55.173,1277.704,1152.888,1244.7085
2,25,15,765,142,28.063,1,618.038,48.358,973.421,878.083,1015.4855
2,25,16,637,116,27.45,1,369.439,39.801,575.242,516.302,697.1925
2,25,17,234,81,27.283,2,126.746,30.296,197.137,170.476,343.389
2,25,18,0,0,27.32,2,0,27.32,0,0,85.238
2,25,19,0,0,27.246,1,0,27.246,0,0,0
2,25,20,0,0,27.192,1,0,27.192,0,0,0
2,25,21,0,0,27.082,1,0,27.082,0,0,0
2,25,22,0,0,26.879,1,0,26.879,0,0,0
2,25,23,0,0,26.587,1,0,26.587,0,0,0
2,26,0,0,0,26.285,1,0,26.285,0,0,0
2,26,1,0,0,26.032,1,0,26.032,0,0,0
2,26,2,0,0,25.714,1,0,25.714,0,0,0
2,26,3,0,0,25.44,1,0,25.44,0,0,0
2,26,4,0,0,25.268,1,0,25.268,0,0,0
2,26,5,0,0,25.162,1,0,25.162,0,0,0
2,26,6,0,0,24.986,1,0,24.986,0,0,0
2,26,7,390,84,25.727,1,259.092,31.971,427.997,381.891,190.9455
2,26,8,529,157,27.015,1,512.422,42.028,839.909,757.051,569.471
2,26,9,746,152,28.165,0,776.254,56.933,1187.624,1071.685,914.368
2,26,10,812,158,29.028,0,933.967,63.618,1379.938,1244.895,1158.29
2,26,11,861,166,29.589,0,1038.27,67.753,1498.292,1351.206,1298.0505
2,26,12,868,168,29.876,0,1041.331,68.556,1495.568,1348.762,1349.984
2,26,13,854,164,29.907,0,962.198,66.43,1398.307,1261.409,1305.0855
2,26,14,816,155,29.492,0,810.075,61.419,1206.902,1089.074,1175.2415
2,26,15,744,140,28.804,0,601.961,53.908,920.194,829.864,959.469
2,26,16,614,115,28.129,1,358.365,40.082,557.236,499.883,664.8735
2,26,17,168,83,27.681,1,117.96,31.262,188.16,162.239,331.061
2,26,18,0,0,27.462,2,0,27.462,0,0,81.1195
2,26,19,0,0,27.212,2,0,27.212,0,0,0
2,26,20,0,0,27.007,2,0,27.007,0,0,0
2,26,21,0,0,26.782,1,0,26.782,0,0,0
2,26,22,0,0,26.597,1,0,26.597,0,0,0
2,26,23,0,0,26.415,1,0,26.415,0,0,0
2,27,0,0,0,26.289,1,0,26.289,0,0,0
2,27,1,0,0,26.234,1,0,26.234,0,0,0
2,27,2,0,0,26.246,0,0,26.246,0,0,0
2,27,3,0,0,26.222,0,0,26.222,0,0,0
2,27,4,0,0,26.169,0,0,26.169,0,0,0
2,27,5,0,0,26.048,1,0,26.048,0,0,0
2,27,6,0,0,25.958,1,0,25.958,0,0,0
2,27,7,41,111,26.408,1,125.988,28.475,221.185,192.537,96.2685
2,27,8,70,238,27.387,1,279.479,34.871,479.748,429.17,310.8535
2,27,9,166,333,28.329,1,471.258,42.215,781.294,703.826,566.498
2,27,10,362,375,29.026,1,725.35,50.882,1150.316,1038.016,870.921
2,27,11,235,431,29.147,1,677.937,50.662,1076.671,971.492,1004.754
2,27,12,142,460,28.969,0,606.063,53.456,948.146,855.191,913.3415
2,27,13,47,465,28.631,1,505.746,44.859,828.058,746.293,800.742
2,27,14,105,375,28.239,1,454.32,42.581,751.887,677.104,711.6985
2,27,15,0,109,28.002,1,103.889,31.604,181.8,156.401,416.7525
2,27,16,0,116,27.592,1,111.67,29.752,197.172,170.507,163.454
2,27,17,51,81,27.289,2,96.115,28.651,164.893,140.882,155.6945
2,27,18,0,0,26.944,2,0,26.944,0,0,70.441
2,27,19,0,0,26.587,3,0,26.587,0,0,0
2,27,20,0,0,26.293,3,0,26.293,0,0,0
2,27,21,0,0,25.973,3,0,25.973,0,0,0
2,27,22,0,0,25.711,3,0,25.711,0,0,0
2,27,23,0,0,25.467,2,0,25.467,0,0,0
2,28,0,0,0,25.309,2,0,25.309,0,0,0
2,28,1,0,0,25.253,2,0,25.253,0,0,0
2,28,2,0,0,25.289,2,0,25.289,0,0,0
2,28,3,0,0,25.292,2,0,25.292,0,0,0
2,28,4,0,0,25.258,2,0,25.258,0,0,0
2,28,5,0,0,25.243,2,0,25.243,0,0,0
2,28,6,0,1,25.289,2,0.945,23.646,1.717,0,0
2,28,7,117,124,25.884,2,174.815,28.949,302.346,266.927,133.4635
2,28,8,188,236,27.036,2,358.277,35.493,610.912,548.812,407.8695
2,28,9,750,143,28.272,2,769.455,47.635,1237.669,1116.814,832.813
2,28,10,793,170,29.302,2,927.218,53.595,1448.813,1306.788,1211.801
2,28,11,800,195,29.757,1,1005.187,60.748,1510.318,1361.996,1334.392
2,28,12,755,247,29.705,1,1012.331,61.156,1517.506,1368.444,1365.22
2,28,13,466,364,29.327,0,806.976,61.415,1207.352,1089.479,1228.9615
2,28,14,8,196,28.841,0,194.273,41.058,324.314,287.044,688.2615
2,28,15,0,127,28.637,0,121.279,33.396,210.387,182.632,234.838
2,28,16,0,72,28.09,0,68.486,29.866,120.857,100.438,141.535
2,28,17,0,28,27.809,1,26.621,27.074,47.608,33.098,66.768
2,28,18,0,0,27.643,1,0,27.643,0,0,16.549
2,28,19,0,0,27.391,1,0,27.391,0,0,0
2,28,20,0,0,27.131,1,0,27.131,0,0,0
2,28,21,0,0,26.883,1,0,26.883,0,0,0
2,28,22,0,0,26.717,1,0,26.717,0,0,0
2,28,23,0,0,26.546,1,0,26.546,0,0,0
3,1,0,0,0,26.448,1,0,26.448,0,0,0
3,1,1,0,0,26.387,1,0,26.387,0,0,0
3,1,2,0,0,26.199,1,0,26.199,0,0,0
3,1,3,0,0,26.015,1,0,26.015,0,0,0
3,1,4,0,0,25.818,2,0,25.818,0,0,0
3,1,5,0,0,24.015,2,0,24.015,0,0,0
3,1,6,0,3,24.26,2,2.835,22.63,5.178,0,0
3,1,7,331,100,25.499,2,249.024,30.533,416.893,371.742,185.871
3,1,8,627,132,27.001,1,548.244,43.011,892.691,804.932,588.337
3,1,9,739,158,28.311,1,774.694,51.848,1218.543,1099.572,952.252
3,1,10,800,173,29.282,1,935.59,57.939,1427.403,1287.557,1193.5645
3,1,11,830,181,29.983,1,1019.525,61.36,1526.55,1376.556,1332.0565
3,1,12,837,183,30.42,1,1022.066,62.121,1523.705,1374.004,1375.28
3,1,13,823,179,30.587,0,944.423,66.466,1372.126,1237.87,1305.937
3,1,14,715,208,30.486,0,781.508,61.433,1164.51,1050.829,1144.3495
3,1,15,712,152,30.083,0,589.103,54.571,897.056,808.89,929.8595
3,1,16,582,124,29.84,0,348.466,45.653,526.612,471.948,640.419
3,1,17,219,84,28.816,0,123.265,35.046,188.464,162.517,317.2325
3,1,18,0,0,28.671,0,0,28.671,0,0,81.2585
3,1,19,0,0,28.431,0,0,28.431,0,0,0
3,1,20,0,0,27.665,0,0,27.665,0,0,0
3,1,21,0,0,27.447,0,0,27.447,0,0,0
3,1,22,0,0,26.788,1,0,26.788,0,0,0
3,1,23,0,0,26.256,1,0,26.256,0,0,0
3,2,0,0,0,25.795,1,0,25.795,0,0,0
