Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),PV_component
11,26,10,826,147,29.843,3,966.92,52.509,1520.179,1370.841,1293.813
11,26,11,847,152,30.373,2,1017.306,57.284,1558.428,1405.139,1387.99
11,26,12,846,151,30.475,2,987.346,56.808,1516.219,1367.289,1386.214
11,26,13,823,146,30.29,2,883.24,54.081,1374.746,1240.226,1303.7575
11,26,14,773,135,29.865,1,716.626,53.006,1114.486,1005.661,1122.9435
11,26,15,680,117,29.343,1,499.075,45.811,787.18,709.174,857.4175
11,26,16,466,83,28.815,1,243.245,36.895,373.407,331.974,520.574
11,26,17,116,25,28.147,1,43.28,28.83,63.719,47.916,189.945
11,26,18,0,0,27.821,2,0,27.821,0,0,23.958
11,26,19,0,0,27.342,2,0,27.342,0,0,0
11,26,20,0,0,26.804,2,0,26.804,0,0,0
11,26,21,0,0,26.289,2,0,26.289,0,0,0
11,26,22,0,0,25.814,2,0,25.814,0,0,0
11,26,23,0,0,25.452,2,0,25.452,0,0,0
11,27,0,0,0,25.205,2,0,25.205,0,0,0
11,27,1,0,0,25.048,2,0,25.048,0,0,0
11,27,2,0,0,25.029,2,0,25.029,0,0,0
11,27,3,0,0,25.042,2,0,25.042,0,0,0
11,27,4,0,0,25.082,2,0,25.082,0,0,0
11,27,5,0,0,25.14,2,0,25.14,0,0,0
11,27,6,18,30,25.345,2,34.618,24.617,60.993,45.41,22.705
11,27,7,159,145,25.945,2,237.437,30.783,410.945,366.304,205.857
11,27,8,158,249,26.944,2,374.304,36.009,639.061,574.453,470.3785
11,27,9,27,249,28.035,2,272.719,34.902,469.532,419.84,497.1465
11,27,10,167,382,29.048,1,558.739,45.427,912.137,822.562,621.201
11,27,11,341,375,29.817,1,739.909,52.378,1164.309,1050.647,936.6045
11,27,12,232,393,30.151,1,642.521,50.705,1020.101,920.334,985.4905
11,27,13,796,167,30.174,0,885.77,62.665,1314.345,1185.882,1053.108
11,27,14,777,136,29.969,0,721.366,58.926,1085.98,979.905,1082.8935
11,27,15,684,118,29.555,0,503.23,51.107,772.046,695.424,837.6645
11,27,16,505,87,29.07,0,260.576,41.382,390.759,347.846,521.635
11,27,17,119,26,28.749,0,44.91,31.137,65.532,49.584,198.715
11,27,18,0,0,27.976,0,0,27.976,0,0,24.792
11,27,19,0,0,28.065,0,0,28.065,0,0,0
11,27,20,0,0,27.947,0,0,27.947,0,0,0
11,27,21,0,0,27.536,0,0,27.536,0,0,0
11,27,22,0,0,27.141,1,0,27.141,0,0,0
11,27,23,0,0,26.754,1,0,26.754,0,0,0
11,28,0,0,0,26.351,1,0,26.351,0,0,0
11,28,1,0,0,25.993,1,0,25.993,0,0,0
11,28,2,0,0,25.743,2,0,25.743,0,0,0
11,28,3,0,0,25.522,2,0,25.522,0,0,0
11,28,4,0,0,25.349,2,0,25.349,0,0,0
11,28,5,0,0,25.252,2,0,25.252,0,0,0
11,28,6,42,31,25.393,2,45.622,24.966,78.579,61.581,30.7905
11,28,7,335,113,26.096,2,311.188,32.912,528.089,473.296,267.4385
11,28,8,692,119,27.205,2,646.408,43.403,1058.119,954.721,714.0085
11,28,9,781,137,28.264,2,841.532,50.195,1337.712,1206.913,1080.817
11,28,10,829,147,29.163,2,968.814,54.649,1505.538,1357.707,1282.31
11,28,11,850,152,29.849,1,1019.793,61.357,1526.982,1376.944,1367.3255
11,28,12,850,152,30.259,1,992.41,61.203,1486.985,1341.059,1359.0015
11,28,13,828,147,30.318,0,889.505,64.558,1305.558,1177.972,1259.5155
11,28,14,779,136,30.031,0,723.603,59.069,1088.537,982.217,1080.0945
11,28,15,685,118,29.432,1,504.774,46.089,795.437,716.674,849.4455
11,28,16,506,87,28.747,1,261.862,37.411,400.952,357.167,536.9205
11,28,17,0,7,28.32,1,6.789,27.931,12.092,0.417,178.792
11,28,18,0,0,28.042,2,0,28.042,0,0,0.2085
11,28,19,0,0,27.733,2,0,27.733,0,0,0
11,28,20,0,0,27.387,2,0,27.387,0,0,0
11,28,21,0,0,26.975,2,0,26.975,0,0,0
11,28,22,0,0,26.52,2,0,26.52,0,0,0
11,28,23,0,0,26.038,2,0,26.038,0,0,0
11,29,0,0,0,25.586,2,0,25.586,0,0,0
11,29,1,0,0,25.196,3,0,25.196,0,0,0
11,29,2,0,0,24.903,3,0,24.903,0,0,0
11,29,3,0,0,24.725,3,0,24.725,0,0,0
11,29,4,0,0,24.626,3,0,24.626,0,0,0
11,29,5,0,0,24.611,3,0,24.611,0,0,0
11,29,6,35,30,25.037,3,42.275,24.59,73.292,56.72,28.36
11,29,7,277,119,25.998,3,279.011,31.302,478.065,427.633,242.1765
11,29,8,689,119,27.077,3,643.55,41.356,1064.461,960.454,694.0435
11,29,9,779,136,28.113,2,838.044,49.956,1333.832,1203.421,1081.9375
11,29,10,827,147,29.02,2,966.366,54.445,1503.405,1355.794,1279.6075
11,29,11,848,152,29.651,2,1017.553,56.602,1564.692,1410.753,1383.2735
11,29,12,848,151,30.001,2,989.512,56.408,1522.905,1373.287,1392.02
11,29,13,826,146,30.065,1,887.165,58.156,1350.265,1218.207,1295.747
11,29,14,777,136,29.794,1,722.956,53.126,1123.814,1014.087,1116.147
11,29,15,685,118,29.189,1,505.799,45.876,798.148,719.135,866.611
11,29,16,506,87,28.511,1,262.84,37.208,403.22,359.241,539.188
11,29,17,0,17,28.09,1,16.487,28.01,29.355,16.305,187.773
11,29,18,0,0,27.765,2,0,27.765,0,0,8.1525
11,29,19,0,0,27.377,2,0,27.377,0,0,0
11,29,20,0,0,26.945,2,0,26.945,0,0,0
11,29,21,0,0,26.474,2,0,26.474,0,0,0
11,29,22,0,0,25.999,3,0,25.999,0,0,0
11,29,23,0,0,25.548,3,0,25.548,0,0,0
11,30,0,0,0,25.169,3,0,25.169,0,0,0
11,30,1,0,0,24.79,3,0,24.79,0,0,0
11,30,2,0,0,24.501,3,0,24.501,0,0,0
11,30,3,0,0,24.289,3,0,24.289,0,0,0
11,30,4,0,0,24.18,3,0,24.18,0,0,0
11,30,5,0,0,24.137,3,0,24.137,0,0,0
11,30,6,28,29,24.611,3,38.94,24.071,68.056,51.905,25.9525
11,30,7,524,89,25.785,3,390.695,33.689,656.277,590.13,321.0175
11,30,8,699,119,27.176,3,650.155,41.862,1072.505,967.726,778.928
11,30,9,789,137,28.196,3,847.153,47.859,1363.348,1229.975,1098.8505
11,30,10,836,147,28.987,2,974.516,54.631,1514.53,1365.774,1297.8745
11,30,11,857,152,29.544,2,1026.254,56.727,1576.978,1421.764,1393.769
11,30,12,855,152,29.806,2,997.412,56.432,1534.861,1384.01,1402.887
11,30,13,833,147,29.839,2,894.788,53.951,1393.76,1257.322,1320.666
11,30,14,783,136,29.531,2,728.138,49.357,1155.031,1042.272,1149.797
11,30,15,690,118,29.014,2,509.532,42.982,816.337,735.653,888.9625
11,30,16,512,88,28.304,2,266.781,35.439,413.219,368.383,552.018
11,30,17,0,21,27.677,2,20.367,27.53,36.345,22.736,195.5595
11,30,18,0,0,27.356,2,0,27.356,0,0,11.368
11,30,19,0,0,26.952,3,0,26.952,0,0,0
11,30,20,0,0,26.558,3,0,26.558,0,0,0
11,30,21,0,0,26.169,3,0,26.169,0,0,0
11,30,22,0,0,25.802,3,0,25.802,0,0,0
11,30,23,0,0,25.511,3,0,25.511,0,0,0
12,1,0,0,0,25.264,3,0,25.264,0,0,0
12,1,1,0,0,25.135,2,0,25.135,0,0,0
12,1,2,0,0,25.036,2,0,25.036,0,0,0
12,1,3,0,0,24.933,2,0,24.933,0,0,0
12,1,4,0,0,24.823,2,0,24.823,0,0,0
12,1,5,0,0,26.208,1,0,26.208,0,0,0
12,1,6,2,27,26.06,1,26.228,24.889,47.209,32.732,16.366
12,1,7,436,102,26.548,1,352.868,35.806,587.935,527.873,280.3025
12,1,8,618,141,27.645,1,614.326,45.963,992.637,895.48,711.6765
12,1,9,716,163,28.576,1,813.672,53.414,1271.247,1147.072,1021.276
12,1,10,768,176,29.022,1,938.959,57.923,1433.051,1292.63,1219.851
12,1,11,641,253,29.139,1,922.723,58.049,1407.543,1269.711,1281.1705
12,1,12,792,182,29.038,1,968.193,59.094,1468.039,1324.052,1296.8815
12,1,13,768,176,28.702,1,872.882,56.423,1341.496,1210.317,1267.1845
12,1,14,715,163,28.285,2,708.084,47.596,1134.343,1023.595,1116.956
12,1,15,616,140,27.78,2,491.123,41.241,795.901,717.095,870.345
12,1,16,432,102,27.116,2,256.233,33.909,405.345,361.184,539.1395
12,1,17,0,20,26.654,2,19.397,26.413,34.798,21.313,191.2485
12,1,18,0,0,26.637,2,0,26.637,0,0,10.6565
12,1,19,0,0,26.629,2,0,26.629,0,0,0
12,1,20,0,0,26.65,2,0,26.65,0,0,0
12,1,21,0,0,26.728,2,0,26.728,0,0,0
12,1,22,0,0,26.785,2,0,26.785,0,0,0
12,1,23,0,0,26.803,2,0,26.803,0,0,0
12,2,0,0,0,26.762,2,0,26.762,0,0,0
12,2,1,0,0,26.69,2,0,26.69,0,0,0
12,2,2,0,0,26.616,2,0,26.616,0,0,0
12,2,3,0,0,26.57,2,0,26.57,0,0,0
12,2,4,0,0,26.546,2,0,26.546,0,0,0
12,2,5,0,0,26.544,2,0,26.544,0,0,0
12,2,6,0,27,26.347,2,25.585,25.411,46.117,31.726,15.863
12,2,7,216,127,26.967,1,254.079,33.2,432.614,386.111,208.9185
12,2,8,617,141,27.807,1,612.945,45.683,991.776,894.701,640.406
12,2,9,612,211,28.413,1,773.111,52.147,1216.348,1097.592,996.1465
12,2,10,108,368,28.689,2,487.237,42.234,808.626,728.651,913.1215
12,2,11,791,182,28.678,2,991.683,53.775,1548.698,1396.417,1062.534
12,2,12,792,182,28.485,2,968.318,54.394,1506.856,1358.889,1377.653
12,2,13,768,176,28.185,3,873.379,49.131,1396.244,1259.554,1309.2215
12,2,14,429,281,27.852,3,613.89,42.822,1010.54,911.683,1085.6185
12,2,15,617,140,27.429,3,492.631,39.056,807.412,727.549,819.616
12,2,16,434,102,26.897,2,257.769,33.733,408.359,363.939,545.744
12,2,17,0,6,26.52,2,5.675,25.909,10.205,0,181.9695
12,2,18,0,0,26.584,2,0,26.584,0,0,0
12,2,19,0,0,26.622,2,0,26.622,0,0,0
12,2,20,0,0,26.676,2,0,26.676,0,0,0
12,2,21,0,0,26.709,2,0,26.709,0,0,0
12,2,22,0,0,26.725,2,0,26.725,0,0,0
12,2,23,0,0,26.715,1,0,26.715,0,0,0
12,3,0,0,0,26.645,1,0,26.645,0,0,0
12,3,1,0,0,26.543,1,0,26.543,0,0,0
12,3,2,0,0,26.455,2,0,26.455,0,0,0
12,3,3,0,0,26.368,2,0,26.368,0,0,0
12,3,4,0,0,26.344,2,0,26.344,0,0,0
12,3,5,0,0,26.326,2,0,26.326,0,0,0
12,3,6,0,26,26.412,2,24.635,25.452,44.396,30.143,15.0715
12,3,7,429,101,26.716,2,347.074,34.412,582.067,522.524,276.3335
12,3,8,289,229,27.511,2,455.427,38.992,764.698,688.747,605.6355
12,3,9,593,216,28.263,2,761.176,47.698,1226.274,1106.542,897.6445
12,3,10,764,176,28.742,2,934.128,53.201,1463.089,1319.607,1213.0745
12,3,11,686,235,28.866,2,948.507,54.131,1478.412,1333.364,1326.4855
12,3,12,589,271,28.715,2,870.571,52.161,1371.292,1237.12,1285.242
12,3,13,765,176,28.415,2,871.269,51.677,1374.093,1239.639,1238.3795
12,3,14,267,310,27.976,2,519.675,42.63,857.503,773.016,1006.3275
12,3,15,0,88,27.501,2,83.969,29.868,148.178,125.534,449.275
12,3,16,7,110,27.059,2,117.58,28.899,207.832,180.288,152.911
12,3,17,0,7,26.771,2,6.623,25.728,11.92,0.259,90.2735
12,3,18,0,0,26.811,2,0,26.811,0,0,0.1295
12,3,19,0,0,26.847,2,0,26.847,0,0,0
12,3,20,0,0,26.793,2,0,26.793,0,0,0
12,3,21,0,0,26.694,2,0,26.694,0,0,0
12,3,22,0,0,26.582,2,0,26.582,0,0,0
12,3,23,0,0,26.46,1,0,26.46,0,0,0
12,4,0,0,0,26.366,1,0,26.366,0,0,0
12,4,1,0,0,26.301,1,0,26.301,0,0,0
12,4,2,0,0,26.206,1,0,26.206,0,0,0
12,4,3,0,0,26.15,1,0,26.15,0,0,0
12,4,4,0,0,26.123,1,0,26.123,0,0,0
12,4,5,0,0,26.164,2,0,26.164,0,0,0
12,4,6,0,24,26.169,2,22.736,25.149,41.032,27.048,13.524
12,4,7,376,110,26.458,2,328.024,33.648,553.266,496.263,261.6555
12,4,8,208,245,26.98,2,405.868,37.135,688.469,619.43,557.8465
12,4,9,413,284,27.508,2,672.117,44.617,1100.668,993.178,806.304
12,4,10,308,342,27.782,2,662.003,45.401,1080.791,975.216,984.197
12,4,11,52,275,27.75,2,327.501,36.915,558.339,500.89,738.053
12,4,12,555,306,27.55,3,872.567,47.071,1412.148,1273.849,887.3695
12,4,13,289,349,27.3,3,625.743,42.542,1036.081,934.791,1104.32
12,4,14,483,314,27.037,3,689.747,43.157,1133.535,1022.865,978.828
12,4,15,0,98,26.705,2,93.873,29.867,165.657,141.583,582.224
12,4,16,0,86,26.431,2,86.988,27.465,155.279,132.055,136.819
12,4,17,0,7,26.449,1,6.623,25.098,11.955,0.292,66.1735
12,4,18,0,0,26.736,1,0,26.736,0,0,0.146
12,4,19,0,0,26.876,0,0,26.876,0,0,0
12,4,20,0,0,26.843,0,0,26.843,0,0,0
12,4,21,0,0,26.725,0,0,26.725,0,0,0
12,4,22,0,0,26.601,0,0,26.601,0,0,0
12,4,23,0,0,26.514,0,0,26.514,0,0,0
12,5,0,0,0,26.449,0,0,26.449,0,0,0
12,5,1,0,0,26.446,0,0,26.446,0,0,0
12,5,2,0,0,26.483,0,0,26.483,0,0,0
12,5,3,0,0,26.527,0,0,26.527,0,0,0
12,5,4,0,0,26.547,0,0,26.547,0,0,0
12,5,5,0,0,26.548,0,0,26.548,0,0,0
12,5,6,0,26,26.558,0,24.635,24.451,44.606,30.337,15.1685
12,5,7,420,100,26.406,0,340.163,37.939,560.393,502.763,266.55
12,5,8,606,139,26.608,0,600.761,49.106,954.522,860.967,681.865
12,5,9,705,162,27.382,1,800.388,51.865,1260.886,1137.737,999.352
12,5,10,759,175,27.454,1,927.296,56.095,1429.599,1289.529,1213.633
12,5,11,782,181,27.815,1,981.097,58.31,1494.399,1347.712,1318.6205
12,5,12,783,181,27.401,1,959.057,57.536,1466.875,1323.006,1335.359
12,5,13,760,175,27.342,1,866.882,54.954,1343.135,1211.792,1267.399
12,5,14,0,109,26.75,1,104.035,32.266,181.47,156.099,683.9455
12,5,15,0,80,26.558,1,76.094,27.547,135.78,114.147,135.123
12,5,16,68,129,26.128,1,167.414,29.872,289.438,255.102,184.6245
12,5,17,0,7,26.269,1,6.623,25.316,11.943,0.28,127.691
12,5,18,0,0,26.342,1,0,26.342,0,0,0.14
12,5,19,0,0,26.412,1,0,26.412,0,0,0
12,5,20,0,0,26.505,1,0,26.505,0,0,0
12,5,21,0,0,26.538,1,0,26.538,0,0,0
12,5,22,0,0,26.5,1,0,26.5,0,0,0
12,5,23,0,0,26.454,1,0,26.454,0,0,0
12,6,0,0,0,26.362,1,0,26.362,0,0,0
12,6,1,0,0,26.217,1,0,26.217,0,0,0
12,6,2,0,0,26.077,1,0,26.077,0,0,0
12,6,3,0,0,25.979,1,0,25.979,0,0,0
12,6,4,0,0,25.932,1,0,25.932,0,0,0
12,6,5,0,0,25.872,1,0,25.872,0,0,0
12,6,6,0,22,25.707,1,20.837,24.344,37.748,24.027,12.0135
12,6,7,420,100,25.951,1,339.65,34.776,568.271,509.946,266.9865
12,6,8,607,139,26.6,1,600.764,44.503,977.726,881.981,695.9635
12,6,9,707,162,27.471,1,801.439,51.977,1261.742,1138.508,1010.2445
12,6,10,761,175,28.239,1,928.714,56.873,1425.644,1285.976,1212.242
12,6,11,786,181,28.772,1,984.871,59.305,1491.828,1345.405,1315.6905
12,6,12,787,181,28.866,1,963.076,59.018,1460.909,1317.65,1331.5275
12,6,13,764,175,28.613,1,870.926,56.269,1339.711,1208.711,1263.1805
12,6,14,711,163,28.234,1,709.302,51.205,1115.111,1006.226,1107.4685
12,6,15,0,142,27.795,2,138.34,32.205,241.382,211.058,608.642
12,6,16,0,45,27.404,2,42.728,27.426,76.287,59.473,135.2655
12,6,17,0,13,27.045,2,12.322,25.918,22.158,9.682,34.5775
12,6,18,0,0,26.874,2,0,26.874,0,0,4.841
12,6,19,0,0,26.702,2,0,26.702,0,0,0
12,6,20,0,0,26.454,2,0,26.454,0,0,0
12,6,21,0,0,26.135,2,0,26.135,0,0,0
12,6,22,0,0,25.784,3,0,25.784,0,0,0
12,6,23,0,0,25.419,3,0,25.419,0,0,0
12,7,0,0,0,25.062,3,0,25.062,0,0,0
12,7,1,0,0,24.743,3,0,24.743,0,0,0
12,7,2,0,0,24.515,3,0,24.515,0,0,0
12,7,3,0,0,24.33,3,0,24.33,0,0,0
12,7,4,0,0,24.199,3,0,24.199,0,0,0
12,7,5,0,0,24.104,3,0,24.104,0,0,0
12,7,6,0,23,24.42,3,21.787,23.462,39.631,25.76,12.88
12,7,7,426,100,25.342,3,342.314,32.07,580.136,520.763,273.2615
12,7,8,615,140,26.483,4,606.863,38.888,1016.243,916.844,718.8035
12,7,9,716,163,27.476,4,809.618,44.59,1325.259,1195.706,1056.275
12,7,10,770,176,28.343,4,937.873,48.446,1506.765,1358.808,1277.257
12,7,11,794,182,28.899,3,993.649,52.387,1563.465,1409.654,1384.231
12,7,12,794,182,29.103,3,971.026,52.212,1529.053,1378.801,1394.2275
12,7,13,770,176,29.146,3,877.807,50.168,1395.704,1259.069,1318.935
12,7,14,717,163,28.952,3,714.571,46.166,1153.797,1041.159,1150.114
12,7,15,620,141,28.572,3,500.313,40.604,814.676,734.145,887.652
12,7,16,439,103,27.981,3,264.937,34.099,420.518,375.055,554.6
12,7,17,0,11,27.325,3,10.42,26.855,18.654,6.457,190.756
12,7,18,0,0,26.953,3,0,26.953,0,0,3.2285
12,7,19,0,0,26.563,3,0,26.563,0,0,0
12,7,20,0,0,26.162,3,0,26.162,0,0,0
12,7,21,0,0,25.795,3,0,25.795,0,0,0
12,7,22,0,0,25.483,3,0,25.483,0,0,0
12,7,23,0,0,25.204,3,0,25.204,0,0,0
12,8,0,0,0,24.997,3,0,24.997,0,0,0
12,8,1,0,0,24.805,3,0,24.805,0,0,0
12,8,2,0,0,24.624,3,0,24.624,0,0,0
12,8,3,0,0,24.45,3,0,24.45,0,0,0
12,8,4,0,0,24.314,3,0,24.314,0,0,0
12,8,5,0,0,24.253,3,0,24.253,0,0,0
12,8,6,0,22,24.65,3,20.837,23.676,37.867,24.136,12.068
12,8,7,420,99,25.664,4,337.468,31.72,572.777,514.054,269.095
12,8,8,609,139,26.773,4,600.71,39.039,1005.095,906.755,710.4045
12,8,9,710,162,27.66,3,802.631,46.237,1302.594,1175.303,1041.029
12,8,10,764,175,28.351,3,930.581,50.184,1481.312,1335.967,1255.635
12,8,11,788,182,28.749,3,987.514,52.093,1556.277,1403.211,1369.589
12,8,12,636,256,28.79,3,901.545,50.378,1433.715,1293.227,1348.219
12,8,13,657,221,28.526,3,826.495,48.282,1327.526,1197.746,1245.4865
12,8,14,510,243,28.102,3,643.668,43.63,1054.721,951.648,1074.697
12,8,15,617,141,27.503,3,499.682,39.36,819.031,738.099,844.8735
12,8,16,437,103,26.943,3,265.182,33.053,423.465,377.749,557.924
12,8,17,0,26,26.479,3,26.974,26.381,48.4,33.827,205.788
12,8,18,0,0,26.258,3,0,26.258,0,0,16.9135
12,8,19,0,0,26.056,3,0,26.056,0,0,0
12,8,20,0,0,25.831,3,0,25.831,0,0,0
12,8,21,0,0,25.598,3,0,25.598,0,0,0
12,8,22,0,0,25.387,3,0,25.387,0,0,0
12,8,23,0,0,25.21,3,0,25.21,0,0,0
12,9,0,0,0,25.092,3,0,25.092,0,0,0
12,9,1,0,0,25.053,3,0,25.053,0,0,0
12,9,2,0,0,25.032,3,0,25.032,0,0,0
12,9,3,0,0,25.073,2,0,25.073,0,0,0
12,9,4,0,0,25.117,2,0,25.117,0,0,0
12,9,5,0,0,25.194,2,0,25.194,0,0,0
12,9,6,0,18,25.46,2,17.042,24.26,30.885,17.712,8.856
12,9,7,249,118,26.171,2,260.217,31.559,445.045,397.471,207.5915
12,9,8,102,235,27.111,2,318.201,34.794,546.8,490.366,443.9185
12,9,9,150,321,27.76,2,464.275,39.38,781.308,703.839,597.1025
12,9,10,685,213,28.064,3,899.627,48.477,1445.091,1303.445,1003.642
12,9,11,700,248,28.051,3,975.039,51.079,1545.015,1393.115,1348.28
12,9,12,154,416,27.684,3,583.609,42.208,968.686,873.795,1133.455
12,9,13,198,369,27.244,4,559.435,39.12,942.73,850.285,862.04
12,9,14,4,176,26.804,4,173.181,30.434,304.727,269.107,559.696
12,9,15,78,233,26.447,4,286.029,31.716,497.332,445.225,357.166
12,9,16,0,53,26.116,4,50.881,26.531,91.23,73.211,259.218
12,9,17,0,15,25.815,4,14.237,24.935,25.72,12.96,43.0855
12,9,18,0,0,25.706,4,0,25.706,0,0,6.48
12,9,19,0,0,25.634,3,0,25.634,0,0,0
12,9,20,0,0,25.586,3,0,25.586,0,0,0
12,9,21,0,0,25.586,3,0,25.586,0,0,0
12,9,22,0,0,25.598,3,0,25.598,0,0,0
12,9,23,0,0,25.603,3,0,25.603,0,0,0
12,10,0,0,0,25.556,3,0,25.556,0,0,0
12,10,1,0,0,25.467,3,0,25.467,0,0,0
12,10,2,0,0,25.401,3,0,25.401,0,0,0
12,10,3,0,0,25.326,3,0,25.326,0,0,0
12,10,4,0,0,25.295,3,0,25.295,0,0,0
12,10,5,0,0,25.263,3,0,25.263,0,0,0
12,10,6,0,12,25.409,3,11.354,24.231,20.58,8.23,4.115
12,10,7,0,101,25.663,4,97.056,26.505,174.044,149.283,78.7565
12,10,8,4,174,25.978,4,171.289,28.615,304.034,268.473,208.878
12,10,9,25,272,26.488,4,287.183,31.779,502.04,449.523,358.998
12,10,10,5,210,26.91,5,207.753,30.31,365.834,325.046,387.2845
12,10,11,41,390,27.05,5,437.311,34.781,753.473,678.546,501.796
12,10,12,40,411,27.077,5,458.052,35.576,786.105,708.197,693.3715
12,10,13,107,377,26.942,5,479.073,35.878,820.665,739.583,723.89
12,10,14,154,339,26.637,5,470.429,35.435,806.083,726.342,732.9625
12,10,15,127,269,26.244,4,354.863,33.577,610.356,548.305,637.3235
12,10,16,137,138,25.933,4,204.308,29.806,348.883,309.534,428.9195
12,10,17,0,22,25.694,3,22.083,25.302,39.825,25.938,167.736
12,10,18,0,0,25.74,3,0,25.74,0,0,12.969
12,10,19,0,0,25.925,2,0,25.925,0,0,0
12,10,20,0,0,25.96,2,0,25.96,0,0,0
12,10,21,0,0,25.838,2,0,25.838,0,0,0
12,10,22,0,0,25.652,2,0,25.652,0,0,0
12,10,23,0,0,25.466,2,0,25.466,0,0,0
12,11,0,0,0,25.263,2,0,25.263,0,0,0
12,11,1,0,0,25.108,3,0,25.108,0,0,0
12,11,2,0,0,25.117,3,0,25.117,0,0,0
12,11,3,0,0,25.157,2,0,25.157,0,0,0
12,11,4,0,0,25.218,2,0,25.218,0,0,0
12,11,5,0,0,25.306,2,0,25.306,0,0,0
12,11,6,0,15,25.338,2,14.197,24.057,25.754,12.991,6.4955
12,11,7,408,97,25.541,2,327.201,32.67,552.399,495.472,254.2315
12,11,8,600,137,26.289,2,589.765,41.124,976.159,880.562,688.017
12,11,9,619,203,27.176,1,765.504,50.668,1213.693,1095.198,987.88
12,11,10,255,364,27.882,1,633.887,48.38,1018.863,919.215,1007.2065
12,11,11,382,368,28.432,1,773.182,52.246,1217.513,1098.643,1008.929
12,11,12,481,325,28.601,1,822.378,54.263,1280.753,1155.635,1127.139
12,11,13,765,176,28.523,1,875.79,55.805,1350.739,1218.634,1187.1345
12,11,14,714,163,28.27,1,715.945,51.44,1124.526,1014.729,1116.6815
12,11,15,618,141,27.936,1,503.317,44.557,803.998,724.449,869.589
12,11,16,441,104,27.629,1,270.273,36.536,425.204,379.339,551.894
12,11,17,0,26,27.65,0,26.899,29.358,47.584,33.076,206.2075
12,11,18,0,0,27.557,0,0,27.557,0,0,16.538
12,11,19,0,0,27.468,0,0,27.468,0,0,0
12,11,20,0,0,27.337,0,0,27.337,0,0,0
12,11,21,0,0,27.188,0,0,27.188,0,0,0
12,11,22,0,0,27.063,0,0,27.063,0,0,0
12,11,23,0,0,26.924,0,0,26.924,0,0,0
12,12,0,0,0,26.768,0,0,26.768,0,0,0
12,12,1,0,0,26.659,1,0,26.659,0,0,0
12,12,2,0,0,26.621,1,0,26.621,0,0,0
12,12,3,0,0,26.561,0,0,26.561,0,0,0
12,12,4,0,0,26.492,0,0,26.492,0,0,0
12,12,5,0,0,26.412,0,0,26.412,0,0,0
12,12,6,0,17,26.348,0,16.094,23.844,29.223,16.183,8.0915
12,12,7,134,120,26.264,1,195.474,30.606,337.971,299.546,157.8645
12,12,8,500,185,26.493,1,564.739,42.767,927.874,836.824,568.185
12,12,9,67,279,26.968,1,338.995,38.196,574.017,515.185,676.0045
12,12,10,89,364,27.454,1,454.673,41.115,758.893,683.472,599.3285
12,12,11,32,311,28.146,1,345.302,39.077,582.352,522.783,603.1275
12,12,12,226,395,28.512,0,630.973,51.916,995.289,897.88,710.3315
12,12,13,640,235,28.415,0,827.975,59.304,1252.657,1130.322,1014.101
12,12,14,588,242,28.129,0,703.084,56.381,1076.302,971.159,1050.7405
12,12,15,0,90,27.717,0,85.913,35.524,147.484,124.897,548.028
12,12,16,0,44,27.464,0,41.754,27.63,74.476,57.808,91.3525
12,12,17,0,8,27.043,0,7.57,24.71,13.691,1.889,29.8485
12,12,18,0,0,27.034,1,0,27.034,0,0,0.9445
12,12,19,0,0,26.834,0,0,26.834,0,0,0
12,12,20,0,0,26.711,0,0,26.711,0,0,0
12,12,21,0,0,26.592,0,0,26.592,0,0,0
12,12,22,0,0,26.497,0,0,26.497,0,0,0
12,12,23,0,0,26.438,0,0,26.438,0,0,0
12,13,0,0,0,26.375,0,0,26.375,0,0,0
12,13,1,0,0,26.247,0,0,26.247,0,0,0
12,13,2,0,0,26.112,0,0,26.112,0,0,0
12,13,3,0,0,25.919,0,0,25.919,0,0,0
12,13,4,0,0,25.67,1,0,25.67,0,0,0
12,13,5,0,0,25.483,1,0,25.483,0,0,0
12,13,6,0,16,25.4,1,15.145,23.838,27.502,14.6,7.3
12,13,7,280,112,25.987,1,268.57,32.6,455.717,407.221,210.9105
12,13,8,597,137,26.55,1,586.014,43.74,956.871,863.095,635.158
12,13,9,701,160,27.489,1,789.073,51.601,1244.555,1123.02,993.0575
12,13,10,757,174,28.409,1,920.347,56.766,1413.575,1275.131,1199.0755
12,13,11,783,181,29.134,1,980.714,59.504,1483.863,1338.256,1306.6935
12,13,12,785,181,29.476,1,962.626,59.56,1455.812,1313.073,1325.6645
12,13,13,685,210,29.474,0,842.501,62.32,1253.029,1130.657,1221.865
12,13,14,587,222,29.145,0,682.289,56.793,1041.98,940.126,1035.3915
12,13,15,181,244,28.641,0,361.636,45.515,583.99,524.277,732.2015
12,13,16,0,69,28.136,0,67.636,32.387,117.909,97.73,311.0035
12,13,17,0,8,27.775,0,7.57,25.858,13.617,1.821,49.7755
12,13,18,0,0,27.461,0,0,27.461,0,0,0.9105
12,13,19,0,0,27.167,0,0,27.167,0,0,0
12,13,20,0,0,26.842,0,0,26.842,0,0,0
12,13,21,0,0,26.573,1,0,26.573,0,0,0
12,13,22,0,0,26.365,1,0,26.365,0,0,0
